|land|port|location|city|region|runway|approach|usage|opstatus|coordinates|
|BR|IOB|Itobi|Itobi|SP|--3-----|AA|1801||2144S 04658W|
|BR|JAS|Jaboticatubas|Jaboticatubas|MG|--3-----|AA|2107||1931S 04344W|
|BR|JRE|Jaguaripe|Jaguaripe|BA|--3-----|AA|2107||1306S 03853W|
|BR|JQN|Jaquirana|Jaquirana|RS|--3-----|AA|2107||2852S 05021W|
|BR|JDV|Jenipapo dos Vieiras|Jenipapo dos Vieiras|MA|--3-----|AA|2107||0522S 04538W|
|BR|JPH|Jo�o Pinheiro|Joao Pinheiro|MG|--34----|AA|2107||1744S 04610W|
|BR|JUC|Jucuru�u|Jucurucu|BA|--3-----|AA|2107||1650S 04009W|
|BR|JSA|Jussara|Jussara|GO|--3-----|AA|2107||1551S 05051W|
|BR|LAI|Lagoa do Barro do Piau�|Lagoa do Barro do Piaui|PI|--3-----|AA|2107||0828S 04131W|
|BR|LGN|Lajeado Grande|Lajeado Grande|SC|--3-----|AA|2107||2651S 05233W|
|BR|LAS|Lavras do Sul|Lavras do Sul|RS|--3-----|AA|2107||3048S 05353W|
|BR|LNS|Livramento de Nossa Senhora|Livramento de Nossa Senhora|BA|--3-----|AA|2107||1338S 04150W|
|BR|LTC|Lut�cia|Lutecia|SP|--3-----|AA|2107||2220S 05023W|
|BR|MEG|M�e d'�gua|Mae d'Agua|PB|--3-----|AA|2107||0715S 03725W|
|BR|MNR|Manari|Manari|PE|--3-----|AA|2107||0857S 03737W|
|BR|MJU|Maracaju|Maracaju|MS|--34----|AA|2107||2137S 05509W|
|BR|MRY|Mari|Mari|PB|--3-----|AA|2107||0703S 03519W|
|BR|MPO|Martin�polis|Martinopolis|SP|--3-----|AA|2107||2208S 05110W|
|BR|OSS|Mato Grosso|Mato Grosso|PB|--3-----|AA|2107||0632S 03742W|
|BR|MDC|Mendon�a|Mendonca|SP|--3-----|AA|2107||2110S 04934W|
|BR|MCT|Miracatu|Miracatu|SP|--3-----|AA|2107||2417S 04727W|
|BR|MGR|Mogeiro|Mogeiro|PB|--3-----|AA|2107||0718S 03528W|
|BR|MTT|Monte Alto|Monte Alto|SP|--34----|AA|2107||2115S 04829W|
|BR|MJO|Mora�jo|Moraujo|CE|--3-----|AA|2107||0327S 04041W|
|BR|MUG|Mucug�|Mucuge|BA|--3-----|AA|2107||1300S 04122W|
|BR|NTQ|N�o-Me-Toque|Nao-Me-Toque|RS|--3-----|AA|2107||2827S 05249W|
|BR|NIE|Nioaque|Nioaque|MS|--3-----|AA|2107||2109S 05550W|
|BR|NBV|Nova Boa Vista|Nova Boa Vista|RS|--3-----|AA|2107||2759S 05258W|
|BR|NIG|Nova Igua�u de Goi�s|Nova Iguacu de Goias|GO|--3-----|AA|2107||1417S 04923W|
|BR|NPA|Nova Prata|Nova Prata|RS|--34----|AA|2107||2847S 05136W|
|BR|NBR|Novo Barreiro|Novo Barreiro|RS|--3-----|AA|2107||2754S 05306W|
|BR|OCR|Ocara|Ocara|CE|--3-----|AA|1707||0429S 03835W|
|BR|OAA|Oriz�nia|Orizania|MG|--3-----|AA|2107||2030S 04212W|
|BR|OVM|Ouro Verde de Minas|Ouro Verde de Minas|MG|--3-----|AA|2107||1804S 04116W|
|BR|PHN|Palhano|Palhano|CE|--3-----|AA|2107||0444S 03757W|
|BR|PLA|Palotina|Palotina|PR|--3-----|AA|2107||2416S 05350W|
|BR|RMR|Paramirim|Paramirim|BA|--3-----|AA|2107||1326S 04214W|
|BR|RIP|Paripueira|Paripueira|AL|--3-----|AA|2107||0927S 03533W|
|BR|PPY|Patos do Piau�|Patos do Piaui|PI|--3-----|AA|2107||0740S 04115W|
|BR|PVU|Pavussu|Pavussu|PI|--3-----|AA|2107||0757S 04313W|
|BR|PPT|Pedrinhas Paulista|Pedrinhas Paulista|SP|--3-----|AA|2107||2248S 05047W|
|BR|PZS|Perdizes|Perdizes|MG|--3-----|AA|2107||1920S 04717W|
|BR|P74|Petrobr�s 74 FPSO|Petrobras 74 FPSO|SP|------7-|AA|2107||2438S 04231W|
|BR|PZN|Pil�ezinhos|Piloezinhos|PB|--3-----|AA|2107||0650S 03531W|
|BR|TOP|Pint�polis|Pintopolis|MG|--3-----|AA|2107||1603S 04508W|
|BR|PRQ|Piraqu�|Piraque|TO|--3-----|AA|2107||0646S 04817W|
|BR|PLN|Planura|Planura|MG|--3-----|AA|2107||2008S 04841W|
|BR|RAG|Pontal do Araguaia|Pontal do Araguaia|MT|--3-----|AA|2107||1554S 05215W|
|BR|RTO|Porto|Porto|PI|--3-----|AA|2107||0353S 04242W|
|BR|PUN|Porto Uni�o|Porto Uniao|SC|--3-----|AA|2107||2613S 05104W|
|BR|PPW|Prata do Piau�|Prata do Piaui|PI|--3-----|AA|2107||0539S 04212W|
|BR|PVR|Primavera de Rond�nia|Primavera de Rondonia|RO|--3-----|AA|2107||1149S 06118W|
|BR|QUS|Queimadas|Queimadas|PB|--3-----|AA|2107||0721S 03553W|
|BR|RLE|Rancho Alegre D'Oeste|Rancho Alegre D'Oeste|PR|--3-----|AA|2107||2418S 05257W|
|BR|REG|Restinga|Restinga|SP|--3-----|AA|2107||2036S 04728W|
|BR|RIB|Ribeir�o Branco|Ribeirao Branco|SP|--3-----|AC|1501||2413S 04845W|
|BR|RCL|Rio Claro|Rio Claro|SP|--34----|AA|2107||2224S 04733W|
|BR|RIN|Rio Novo|Rio Novo|MG|--3-----|AA|2107||2128S 04307W|
|BR|ROL|Rol�ndia|Rolandia|PR|--3-----|AA|2107||2318S 05121W|
|BR|SAB|Sabar�|Sabara|MG|--3-----|AA|2107||1953S 04349W|
|BR|SYA|Salto do Itarar�|Salto do Itarare|PR|--3-----|AA|2107||2336S 04937W|
|BR|ILI|Santa Cec�lia|Santa Cecilia|PB|--3-----|AA|2107||0744S 03552W|
|BR|SFU|Santa F� do Araguaia|Santa Fe do Araguaia|TO|--3-----|AA|2107||0708S 04841W|
|BR|SLN|Santa Luzia do Norte|Santa Luzia do Norte|AL|--3-----|AA|2107||0935S 03549W|
|BR|SRJ|Santa Rita de Jacutinga|Santa Rita de Jacutinga|MG|--3-----|AA|2107||2208S 04406W|
|BR|SZS|Santa Terezinha de Goi�s|Santa Terezinha de Goias|GO|--3-----|AA|2107||1426S 04942W|
|BR|SOF|Santana do S�o Francisco|Santana do Sao Francisco|SE|--3-----|AA|2107||1017S 03635W|
|BR|VEN|Santo Ant�nio do Aventureiro|Santo Antonio do Aventureiro|MG|--3-----|AA|2107||2145S 04248W|
|BR|SDU|Santos Dumont Apt / Rio de Janeiro|Santos Dumont Apt / Rio de Janeiro|RJ|---4----|AA|2107||2254S 04309W|Cf BR RIO| Cf BR GIG| Cf BR SDO
|BR|DOM|S�o Domingos|Sao Domingos|GO|--3-----|AA|2107||1324S 04618W|
|BR|SIO|S�o Francisco de Itabapoana|Sao Francisco de Itabapoana|RJ|--3-----|AA|2107||2128S 04107W|
|BR|SGC|S�o Gon�alo dos Campos|Sao Goncalo dos Campos|BA|--3-----|AA|2107||1225S 03856W|
|BR|JKR|S�o Jo�o do Cariri|Sao Joao do Cariri|PB|--3-----|AA|2107||0723S 03631W|
|BR|SJE|S�o Jos�|Sao Jose|SC|--3-----|AA|2107||2735S 04836W|
|BR|SEG|S�o Jos� do Egito|Sao Jose do Egito|PE|--3-----|AA|2107||0728S 03716W|
|BR|SLS|S�o Louren�o da Serra|Sao Lourenco da Serra|SP|--3-----|AA|2107||2350S 04656W|
|BR|SIX|S�o Miguel do Aleixo|Sao Miguel do Aleixo|SE|--3-----|AA|2107||1023S 03723W|
|BR|EDP|S�o Pedro do Paran�|Sao Pedro do Parana|PR|--3-----|AA|2107||2249S 05313W|
|BR|BSP|S�o Sebasti�o do Rio Preto|Sao Sebastiao do Rio Preto|MG|--3-----|AA|2107||1917S 04310W|
|BR|SUS|Sapucaia do Sul|Sapucaia do Sul|RS|--3-----|AA|2107||2949S 05109W|
|BR|SEC|Senador Canedo|Senador Canedo|GO|--3-----|AC|1501||1643S 04905W|
|BR|SAY|Serra Caiada|Serra Caiada|RN|--3-----|AA|2107||0606S 03542W|
|BR|SEA|Sert�nia|Sertania|PE|--3-----|AA|2107||0804S 03716W|
|BR|SBU|Sinimbu|Sinimbu|RS|--3-----|AA|2107||2931S 05231W|
|BR|SUR|Souto Soares|Souto Soares|BA|--34----|AA|2107||1205S 04138W|
|BR|TGU|Tagua�|Taguai|SP|--3-----|AA|2107||2326S 04924W|
|BR|TEO|Tapero�|Taperoa|PB|--3-----|AA|2107||0712S 03649W|
|BR|TVR|Tavares|Tavares|RS|--3-----|AA|2107||3117S 05105W|
|BR|TNT|Terra Nova do Norte|Terra Nova do Norte|MT|--3-----|AA|2107||1035S 05506W|
|BR|TCT|Tocantins|Tocantins|MG|--3-----|AA|2107||2110S 04301W|
|BR|TCA|Tr�s Coroas|Tres Coroas|RS|--3-----|AA|2107||2930S 05046W|
|BR|TMG|Tumiritinga|Tumiritinga|MG|--3-----|AA|2107||1858S 04138W|
|BR|UAU|Uau�|Uaua|BA|--3-----|AA|2107||0949S 03929W|
|BR|USR|Uni�o da Serra|Uniao da Serra|RS|--3-----|AA|2107||2846S 05200W|
|BR|USS|Urussanga|Urussanga|SC|-23-----|AA|2107||2831S 04919W|
|BR|VMS|Varj�o de Minas|Varjao de Minas|MG|--3-----|AA|2107||1823S 04602W|
|BR|VEE|Verdejante|Verdejante|PE|--3-----|AA|2107||0755S 03858W|
|BR|VDC|Vila do Conde Pt / Barcarena|Vila do Conde Pt / Barcarena|PA|1-------|AA|2107||0131S 04843W|Cf BR BCA
|BR|VCA|Vit�ria da Conquista|Vitoria da Conquista|BA|--34----|AA|2107|VDC|1450S 04050W|
|BR|ZAS|Zacarias|Zacarias|SP|--3-----|AA|2107||2103S 05003W|
|BS|LYC|Lyford Cay|Lyford Cay||--3-----|RL|1601||2502N 07734W|
|BT|LMZ|Lhamoizingkha|Lhamoizingkha|22|--3--6--||2307||2642N 08950E|26.7096N 89.8477E
|BW|PKW|Selebi-Phikwe|Selebi-Phikwe||---4----|AI|9912|||
|BY|KBY|Kobryn|Kobryn||-23-----|RL|0607||5213N 02421E|
|BY|SMV|Smolevichi|Smolevichi||--3-----|RL|0201||5401N 02805E|
|BZ|MDB|Melinda|Melinda||---4----|AI|9601|||
|CA|ABN|Alban|Alban|ON|--3-----|RQ|0901||4606N 08037W|
|CA|AMQ|Amqui|Amqui|QC|--3-----|RQ|0901||4828N 06726W|
|CA|ARU|Arundel|Arundel|QC|--3-----|RL|0307||4558N 07437W|
|CA|AYR|Ayr|Ayr|ON|--3-----|RL|0201||4317N 08028W|
|CA|BAN|Barrington|Barrington|NS|1-3-----|RL|0207||4334N 06534W|
|CA|BPB|Beaupr�|Beaupre|QC|--3-----|RL|1707||4703N 07054W|
|CA|BMS|Berry Mills|Berry Mills|NB|--3-----|RL|0701||4607N 06457W|
|CA|BHH|Blockhouse|Blockhouse|NS|--3-----|RL|2301||4427N 06425W|
|CA|BC2|Bow City|Bow City|AB|1-3-----|RL|1307||5025N 11216W|
|CA|YBT|Brochet|Brochet|MB|---4----|AI|0002|||
|CA|YBH|Bull Harbour|Bull Harbour|BC|---4----|AI|0002|||
|CA|CAD|Caledonia|Caledonia|ON|--3-----|RL|0201||4304N 07957W|
|CA|CDO|Cape Dorset|Cape Dorset|NU|1--4----|AS|0001|YTE||
|CA|YCV|Cartierville|Cartierville|QC|---4----|AI|0002|||
|CA|CPH|Chapais|Chapais|QC|--3-----|RL|1601||4947N 07452W|
|CA|CVE|Chesterville|Chesterville|QC|--3-----|RL|0701||4558N 07149W|
|CA|CSN|Clarkson|Clarkson|ON|1-------|AS|9905|||
|CA|CDM|Coldstream|Coldstream|BC|--3-----|RL|1501||5013N 11913W|
|CA|COP|Coppermine|Coppermine|NU|1-------|RL|0001|||
|CA|CPG|Cranberry Portage|Cranberry Portage|MB|--3-----|RL|1201||5435N 10123W|
|CA|YDQ|Dawson Creek|Dawson Creek|BC|---4----|AI|0002|||
|CA|DVN|Devon|Devon|AB|------7-|RL|1201||5322N 11344W|
|CA|DRM|Drumheller|Drumheller|AB|--3-----|RL|0201||5127N 11242W|
|CA|EBS|East Broughton Station|East Broughton Station|QC|--3-----|RL|1607||4613N 07105W|
|CA|ECK|Elm Creek|Elm Creek|MB|--3-----|RL|1701||4940N 09800W|
|CA|EGT|Errington|Errington|BC|--3-----|RL|0701||4917N 12422W|
|CA|FWC|Fenwick|Fenwick|ON|--3-----|RQ|9501|||
|CA|YPY|Fort Chipewyan|Fort Chipewyan|AB|---4----|AI|0002|||
|CA|FXC|Fox Creek|Fox Creek|AB|--3-----|RL|0701||5424N 11649W|
|CA|GNE|Gananoque|Gananoque|ON|--3-----|RL|1007||4420N 07610W|
|CA|GBU|Glenbush|Glenbush|SK|-23-----|RL|0701||5316N 10800W|
|CA|ZGF|Grand Forks|Grand Forks|BC|---4----|AI|0002|||
|CA|YZX|Greenwood|Greenwood|NS|---4----|AI|0002|||
|CA|HBT|Haliburton|Haliburton|ON|--3-----|RL|0201||4503N 07831W|
|CA|HMI|Harrison Mills|Harrison Mills|BC|--3-----|RL|1707||4915N 12157W|
|CA|HLV|Henryville|Henryville|QC|--3-----|RL|1301||4508N 07311W|
|CA|HOR|Hornby|Hornby|ON|-23-----|RL|0001|||
|CA|ISI|Ingleside|Ingleside|ON|-----6--|RL|0601||4500N 07500W|
|CA|JAC|Jackson Arm|Jackson Arm|NL|1-3-----|RL|0701||4952N 05648W|
|CA|YDU|Kasba Lake|Kasba Lake|NT|---4----|AI|0002|||
|CA|YKJ|Key Lake|Key Lake|SK|---4----|AI|0002|||
|CA|KKT|Kirkton|Kirkton|ON|--3-----|RL|1707||4319N 08130W|
|CA|LSL|La Salette|La Salette|ON|--3-----|RQ|0901|||
|CA|LAH|Lake Harbour|Lake Harbour|NU|1-------|AS|0001|||
|CA|LB3|L'Anse-�-Beaufils|L'Anse-a-Beaufils|QC|12---6--|RL|1701||4828N 06418W|
|CA|LFA|Lefaivre|Lefaivre|ON|--3-----|RL|1207||4534N 07455W|
|CA|LBO|Little Britain|Little Britain|ON|--3-----|RL|1707||4417N 07851W|
|CA|LRT|Lorette|Lorette|MB|--3-----|RL|0701||4944N 09651W|
|CA|MBC|Maces Bay|Maces Bay|NB|--3-----|RL|1901||4505N 06628W|
|CA|YMW|Maniwaki|Maniwaki|QC|---4----|AI|0002|||
|CA|MAS|Masson|Masson|QC|-23-----|RL|0207||4533N 07526W|
|CA|MFD|Meaford|Meaford|ON|1234----|RL|0701||4436N 08036W|
|CA|MDL|Middleton|Middleton|NS|-23-----|RL|0207||4456N 06504W|
|CA|TOS|Minitonas|Minitonas|MB|--3-----|RL|1807||5205N 10103W|
|CA|YUL|Montreal-Dorval Apt|Montreal-Dorval Apt|QC|---4----|AC|8103|||
|CA|MPE|Mount Pearl|Mount Pearl|NL|--3-----|RL|0501||4731N 05247W|
|CA|NPA|Napanee|Napanee|ON|-23-----|RL|0101|XIF|4414N 07657W|
|CA|NHU|New Harbour|New Harbour|NL|-23-----|RL|0607||4735N 05332W|
|CA|NKF|Norfolk County|Norfolk County|ON|--3-----|RL|1807||4251N 08016W|
|CA|NBC|Notre-Dame-du-Bon-Conseil|Notre-Dame-du-Bon-Conseil|QC|1-3-----|RL|0407||4600N 07221W|
|CA|OWY|Onoway|Onoway|AB|-23-----|RL|0701||5342N 11412W|
|CA|YIF|Pakuashipi|Pakuashipi|QC|---4----|AI|0002|||
|CA|PEH|Pender Harbour|Pender Harbour|BC|1--4----|AS|0001|YPT||
|CA|YPM|Pikangikum|Pikangikum|ON|---4----|AI|0002|||
|CA|AUX|Pointe-aux-Outardes|Pointe-aux-Outardes|QC|--3-----|RL|0607||4903N 06826W|
|CA|PHW|Port Hawkesbury|Port Hawkesbury|NS|1--4----|AS|9905|YPS||
|CA|PWS|Powassan|Powassan|ON|--3-----|RL|0106||4604N 07921W|
|CA|QSN|Quesnel|Quesnel|BC|--34----|RL|0207|YQZ|5258N 12229W|
|CA|REI|Reinfeld|Reinfeld|MB|--3-----|RL|1707||4910N 09753W|
|CA|RRG|Riviere Rouge|Riviere Rouge|QC|--3-----|RL|1607||4625N 07452W|
|CA|ROO|Roosville|Roosville|BC|-23----B|RL|0701||4900N 11503W|
|CA|ZPB|Sachigo Lake|Sachigo Lake|ON|---4----|AI|0002|||
|CA|ANA|Saint-Anaclet|Saint-Anaclet|QC|--3-----|RL|1601||4829N 06826W|
|CA|BIX|Saint-Brieux|Saint-Brieux|SK|--3-----|RL|0307||5238N 10454W|
|CA|SDN|Saint-Damien-de-Brandon|Saint-Damien-de-Brandon|QC|1-3--6--|RL|1101||4620N 07329W|
|CA|SMP|Saint-Edmond-les-Plaines|Saint-Edmond-les-Plaines|QC|--3-----|RL|1501||4854N 07233W|
|CA|SPT|Saint-Esprit|Saint-Esprit|QC|--3-----|RL|0307||4554N 07340W|
|CA|SGN|Saint-Germain-de-Grantham|Saint-Germain-de-Grantham|QC|-23-----|RL|0407||4550N 07234W|
|CA|SJR|Saint-Jean-sur-Richelieu|Saint-Jean-sur-Richelieu|QC|-23-----|RL|1101||4519N 07316W|
|CA|QEB|Saint-Louis-de-Blandford|Saint-Louis-de-Blandford|QC|--3-----|RL|1501||4615N 07200W|
|CA|SPM|Saint-Pamphile|Saint-Pamphile|QC|--3-----|RL|1101||4658N 06947W|
|CA|SSU|Saint-Samuel|Saint-Samuel|QC|--3-----|RL|1101||4604N 07212W|
|CA|SWC|Saint-Wenceslas|Saint-Wenceslas|QC|--3-----|RQ|1101||4610N 07220W|
|CA|SCB|Scarborough|Scarborough|ON|--3-----|RQ|9705|||
|CA|ZTM|Shamattawa|Shamattawa|MB|---4----|AI|0002|||
|CA|SYF|Silva Bay|Silva Bay|BC|---4----|AI|0001|||
|CA|ZFL|South Trout Lake|South Trout Lake|ON|---4----|AI|0002|||
|CA|SFA|Staffa|Staffa|ON|--3-----|RL|0701||4326N 08120W|
|CA|SFL|Straffordville|Straffordville|ON|--3-----|RQ|0901||4244N 08046W|
|CA|UTT|Sutton|Sutton|ON|--3-----|RL|0201||4418N 07922W|
|CA|YBQ|Telegraph Harbour|Telegraph Harbour|BC|---4----|AI|0002|||
=|CA||Three Rivers = Trois-Rivi�res|Three Rivers = Trois-Rivieres|||||||
|CA|TTC|Trenton|Trenton|ON|1--4----|AS|9905|YTR||
|CA|UPO|Upper Musquodoboit|Upper Musquodoboit|NS|--3-----|RL|0307||4508N 06257W|
|CA|VSR|Vassar|Vassar|MB|--3-----|RQ|0901||4906N 09550W|
|CA|WAK|Wakefield|Wakefield|QC|-23-----|RL|0207||4539N 07556W|
|CA|WAT|Watson Lake|Watson Lake|YT|---4----|AS|9905|YQH||
|CA|WES|Weston|Weston|ON|-23-----|RL|0207||4342N 07930W|
|CA|YWM|Williams Harbour|Williams Harbour|NL|1--4----|AI|0501||5233N 05547W|
|CA|WDB|Woodbridge|Woodbridge|ON|--3-----|RL|9805|||
|CD|BAN|Basongo|Basongo||---4----|AI|9912|||
|CD|KIL|Kilwa|Kilwa||---4----|AI|9912|||
|CD|NKL|Nkolo|Nkolo||---4----|AI|9912|||
|CF|CRF|Carnot|Carnot||---45---|AI|9808|||
|CG|GMM|Gamboma|Gamboma||---4----|AI|9601|||
|CH|ADL|Adelboden|Adelboden|BE|--3-----|RL|0401|ZDB|4629N 00734E|
|CH|APP|Appenzell|Appenzell|AI|--3-----|RL|0401|ZAP|4720N 00924E|
|CH|AYE|Ayent|Ayent|VS|--3-----|RL|1801||4617N 00725E|
|CH|BCR|Beckenried|Beckenried|NW|--3-----|RL|1001||4658N 00828E|
|CH|BBK|Biel-Benken|Biel-Benken|BL|--3-----|RL|1701||4730N 00731E|
|CH|BOS|Boswil|Boswil|AG|-23-----|RL|0407||4717N 00818E|
|CH|BTL|Br�ttisellen|Bruttisellen|ZH|--3--6--|RL|0601||4725N 00838E|
|CH|BUN|B�ttikon|Buttikon|AG|--3-----|RL|1701||4720N 00816E|
|CH|CBS|Chene-Bougeries|Chene-Bougeries|GE|-----6--|RL|0901||4612N 00610E|
|CH|CRC|Corcelles-Cormondr�che|Corcelles-Cormondreche|NE|--3-----|RL|1407||4659N 00653E|
|CH|CUG|Cugy|Cugy|VD|--3-----|RL|9901|||
|CH|DLK|Dietlikon|Dietlikon|ZH|--3-----|RL|0106||4726N 00837E|
|CH|EGS|Eclagnens|Eclagnens|VD|--3-----|RL|0901||4639N 00635E|
|CH|ENT|Entlebuch|Entlebuch|LU|-23-----|RL|0507||4659N 00803E|
|CH|FWG|Fahrwangen|Fahrwangen|AG|--3-----|RL|9805|||
|CH|FOL|Forel|Forel|VD|--3-----|RL|1801||4633N 00649E|
|CH|GDW|Geroldswil|Geroldswil|ZH|--3-----|RL|9805|||
|CH|GNA|Grancia|Grancia|TI|--3--6--|RL|1001||4602N 00846E|
|CH|HGD|H�gendorf|Hagendorf|SO|-23-----|RL|0601||4720N 00750E|
|CH|HNW|Hinwil|Hinwil|ZH|--3-----|RL|0106||4717N 00849E|
|CH|INW|Inwil|Inwil|LU|--3-----|RL|1607||4707N 00820E|
|CH|KIE|Kiesen|Kiesen|BE|--3-----|RL|0507||4649N 00734E|
|CH|KSR|K�ssnacht am Rigi|Kussnacht am Rigi|SZ|-----6--|RL|0901||4704N 00826E|
|CH|LPN|Laupen|Laupen|ZH|--3-----|RL|0607||4716N 00855E|
|CH|BRE|Les Brenets|Les Brenets|NE|--3-----|RL|1401||4704N 00642E|
|CH|LCS|Lucens|Lucens|VD|--3-----|RQ|0901||4643N 00650E|
|CH|MRS|Marsens|Marsens|FR|--3-----|RL|1301||4639N 00704E|
|CH|MTM|Mettembert|Mettembert|JU|--3-----|RQ|1701||4724N 00719E|
|CH|MOT|M�tiers|Motiers|NE|-2-45---|RQ|0907||4655N 00636E|
|CH|NAT|Naters|Naters|VS|--3-----|RL|1701||4620N 00759E|
|CH|NWA|Niederwangen|Niederwangen|BE|--3-----|RL|1401||4655N 00722E|
|CH|XUU|Oberruti|Oberruti|AG|--3-----|RL|1501||4709N 00823E|
|CH|OTT|Ottenbach|Ottenbach|ZH|--3-----|RL|1701||4717N 00824E|
|CH|POR|Porto Ronco|Porto Ronco|TI|1-3-----|RL|1001||4608N 00844E|
|CH|RKG|Rekingen|Rekingen|AG|-23-----|RL|0701||4734N 00819E|
|CH|RSM|Romanel-sur-Morges|Romanel-sur-Morges|VD|--3-----|RL|1401||4633N 00630E|
|CH|RUI|R�ti|Ruti|ZH|--3-----|RL|9811|||
|CH|SMI|Santa Maria|Santa Maria|GL|--3-----|RL|1601||4636N 01025E|
|CH|SBL|Sch�nb�hl|Schonbuhl|BE|-23-----|RL|0601||4701N 00729E|
|CH|SND|Sennwald|Sennwald|SG|-23-----|RL|0407||4716N 00930E|
|CH|NLS|St Niklausen|St Niklausen|OW|--3-----|RL|1601||4652N 00816E|
|CH|HSR|Suhr|Suhr|AG|-23-----|RL|0901||4722N 00805E|
|CH|THR|Th�rnen|Thurnen|BL|--3--6--|RL|0901||4727N 00750E|
|CH|UKN|Uitikon|Uitikon|ZH|--3-----|RL|0607||4722N 00827E|
|CH|VNR|Vernier|Vernier|GE|--3-----|RL|0407||4613N 00605E|
|CH|VUI|Vuiteboeuf|Vuiteboeuf|VD|--3-----|RL|1007||4648N 00633E|
|CH|WES|Weesen|Weesen|SG|--3-----|RL|1607||4708N 00906E|
|CH|WIT|Witterswil|Witterswil|SO|--3-----|RL|1301||4729N 00731E|
|CH|ZIZ|Zizers|Zizers|GR|-23-----|RL|1401||4656N 00934E|
|CI|BXI|Boundiali|Boundiali||---4----|RQ|0901||0931N 00629W|
|CI|ZSS|Sassandra|Sassandra||1--4----|AI|9601|||
|CL|M9Z|Ancoa|Ancoa|ML|--3-----|RL|1501||3555S 07126W|
|CL|BBH|Campamento Barahona|Campamento Barahona|LI|-----6--|RL|1201||3406S 07031W|
|CL|CMO|Cocham�|Cochamo|LL|--3-----|RN|0501||4130S 07219W|
|CL|DCH|Dalcahue|Dalcahue|LL|1-3-----|RL|0201||4223S 07340W|
|CL|HOR|Horc�n|Horcon|VS|--3-----|RL|1101||3243S 07130W|
|CL|REI|La Reina|La Reina|RM|--3-----|RN|0501||3327S 07033W|
|CL|LQY|Lonquimay|Lonquimay|AR|--3-----|RN|0501||3826S 07114W|
|CL|MTP|Monte Patria|Monte Patria|CO|--3-----|RN|0407||3041S 07056W|
|CL|PAR|Paredones|Paredones|LI|--3-----|RN|0501||3439S 07155W|
|CL|RDG|Paso R�o Don Guillermo/Torres del Paine|Paso Rio Don Guillermo/Torres del Paine|MA|--3----B|AC|1207||5115S 07215W|
|CL|PDH|Pichidegua|Pichidegua|LI|--3-----|RN|0501||3421S 07118W|
|CL|PAT|Puerto Patache|Puerto Patache|TA|1-------|RL|0407||2048S 07012W|
|CL|RAN|R�nquil|Ranquil|BI|--3-----|RN|0501||3639S 07233W|
|CL|SIN|San Ignacio|San Ignacio|BI|--3-----|RN|0501||3648S 07202W|
|CL|TAM|Tierra Amarilla|Tierra Amarilla|AT|-23-----|RN|0407||2729S 07017W|
|CL|YUN|Yungay|Yungay|BI|--3-----|RN|0501||3707S 07201W|
|CM|MSG|Massongo Terminal|Massongo Terminal||------7-|RL|1407||0413N 00847E|
|CN|AJG|Aojiang Pt|Aojiang Pt|ZJ|1-------|AS|1401||2735N 12027E|
|CN|BYO|Bayan Obo|Bayan Obo|NM|-2------|RL|1401||4146N 10958E|
|CN|BOS|Bose|Bose|45|--3-----|RL|0901||2353N 10636E|
|CN|CNI|Changhai Dachangshandao Apt|Changhai Dachangshandao Apt|LN|---4----|RL|1401|||
|CN|CDZ|Chengdu Railway Station|Chengdu Railway Station|SC|-2------|AS|1601|||
|CN|CCH|Cicheng|Cicheng|ZJ|--3-----|RL|1401||2959N 12127E|
|CN|DNT|Dantu|Dantu|JS|1-------|RL|1401|||
|CN|DEA|Dehua|Dehua|35|-----6--|RL|0901||2523N 11756E|
|CN|DJT|Dongjiaotou Pt|Dongjiaotou Pt|GD|1-------|AS|1601||2020N 11025E|
|CN|ERC|Erlianhaote|Erlianhaote|NM|-23-----|AS|1401||4338N 11158E|
|CN|FUT|Futian|Futian|GD|--3-----|AS|1401||2229N 11414E|
|CN|GSH|Gaosha|Gaosha|GD|1-------|AS|1401|||
|CN|GYS|Guangyuan|Guangyuan|SC|-234-6--|RL|2307|||
|CN|HAG|Haicheng|Haicheng|LN|--3-----|RL|9901|||
|CN|HRB|Harbin Taiping International Apt|Harbin Taiping International Apt|HL|---4----|AS|1601|||
|CN|HOD|Hongdu|Hongdu|GX|1-------|RL|1401|||
|CN|HGC|Huangcun|Huangcun|GD|--3-----|RL|1401|||
=|CN||Huiyang = Huizhou|Huiyang = Huizhou|||||||
|CN|JLE|Jiangle|Jiangle|35|--3-----|RL|0901||2614N 11737E|
|CN|JLZ|Jilin Railway Station|Jilin Railway Station|JL|-2------|AS|1601|||
|CN|JPI|Jinpai|Jinpai|HI|1-------|RL|1401|||
|CN|KST|Kaishantun|Kaishantun|JL|--3-----|AS|1401||4241N 12946E|
|CN|LLY|Laocheng|Laocheng|HI|--3-----|RL|1401||1957N 11007E|
|CN|LAG|Lijiang|Lijiang|GX|--3-----|RQ|1001||2309N 10711E|
|CN|XML|Liuwudian|Liuwudian|FJ|1-------|AS|1407|||
|CN|LNN|Lunan|Lunan|AH|1-------|RL|1401|||
|CN|MDL|Mandula|Mandula|NM|--3-----|AS|1407|||
|CN|MDU|Midu|Midu|YN|--3-----|RL|0607||2521N 10029E|
|CN|NLG|Nanling|Nanling|AH|--3-----|RL|0607||3055N 11819E|
